Block,Row,Col,X_ft,Y_ft,Plot_ID,Entry,Group,establishment_pct,Yield_bu_ac,protein,oil
B7,7,2,100,174.38,P304,AG29XF5,AG,73.62363182,41.90438626,7.916393915,1.987872134
B7,7,3,108,174.38,P328,LD20-5738,LD,79.95267834,44.823455,6.898120703,1.924105319
B7,7,4,116,174.38,P352,AG29XF4,AG,81.25644164,44.46631771,7.050806442,1.726643569
B8,0,0,124,95.62,P369,LD19-10244,LD,64.19918864,34.30590639,6.37968643,2.433167356
B8,0,1,132,95.62,P393,LG3216,LG3216,75.94210027,41.46447634,6.857491506,2.296775813
B8,0,2,140,95.62,P417,LD21-3090,LD,96.6935069,52.62010313,7.075011869,1.348996139
B8,0,3,148,95.62,P441,LG3216,LG3216,85.23328961,45.26551888,8.434605074,1.900719167
B8,0,4,156,95.62,P465,LD22-4283,LD,67.1002633,38.07166082,7.215178531,2.769307747
B8,1,0,124,106.88,P370,LG3216,LG3216,73.55422542,38.67273762,6.824655816,2.136830189
B8,1,1,132,106.88,P394,LD21-5253,LD,67.66412039,38.40907486,6.198714925,2.206420537
B8,1,2,140,106.88,P418,LG3216,LG3216,60.99292527,33.49113201,7.556732373,1.75627464
B8,1,3,148,106.88,P442,LD20-5738,LD,97.09841834,50.87439934,7.985215049,1.430117964
B8,1,4,156,106.88,P466,LG3216,LG3216,77.92829313,42.53213143,7.914538572,1.351301024
B8,2,0,124,118.12,P371,LD07-3395bf,LD,72.3014029,41.36049657,7.996056215,2.453639761
B8,2,1,132,118.12,P395,LG3216,LG3216,83.93908766,45.47975875,8.561361551,1.949867767
B8,2,2,140,118.12,P419,LD11-2170,LD,60.29257825,32.54617904,6.638979201,1.916522869
B8,2,3,148,118.12,P443,LG3216,LG3216,71.12088426,36.96705593,6.338469066,2.599017591
B8,2,4,156,118.12,P467,LD17-10473L,LD,88.12133863,47.01940258,8.187392453,1.89496782
B8,3,0,124,129.38,P372,LG3216,LG3216,85.35079092,46.41748192,6.810292264,1.677053797
B8,3,1,132,129.38,P396,LD19-10076,LD,99.2722379,52.90851746,7.561686789,1.437389147
B8,3,2,140,129.38,P420,LG3216,LG3216,84.81430839,46.38754685,8.231480836,1.743952091
B8,3,3,148,129.38,P444,LD20-5413,LD,79.10023495,41.50022657,6.575423544,1.928957025
B8,3,4,156,129.38,P468,LG3216,LG3216,90.45730253,47.91371157,8.216340463,1.938521938
B8,4,0,124,140.62,P373,LD21-5944,LD,96.13311488,53.03148484,8.692807973,1.193799735
B8,4,1,132,140.62,P397,LG3216,LG3216,88.82783787,51.40204455,7.079631362,2.025666487
B8,4,2,140,140.62,P421,LD20-4988,LD,98.52844894,52.67999794,7.901232001,2.074577502
B8,4,3,148,140.62,P445,LG3216,LG3216,91.28020683,50.79286343,7.657871634,1.695583703
B8,4,4,156,140.62,P469,LD21-5991,LD,94.67205753,52.04033029,8.360437475,1.73690763
B8,5,0,124,151.88,P374,LG3216,LG3216,64.56416285,35.07789113,6.370737879,2.40972846
B8,5,1,132,151.88,P398,LD21-5665,LD,89.29654012,50.27642607,7.72787984,1.889981176
B8,5,2,140,151.88,P422,LG3216,LG3216,77.60354798,42.58438169,7.221495688,1.744191261
B8,5,3,148,151.88,P446,LD20-11748,LD,82.1241521,44.45056132,7.238409363,1.787723392
B8,5,4,156,151.88,P470,LG3216,LG3216,86.16409638,47.91775791,7.561808315,1.793970289
B8,6,0,124,163.12,P375,LD20-4471,LD,98.79260467,52.70296026,8.666470225,1.15330803
B8,6,1,132,163.12,P399,LG3216,LG3216,99.38312326,55.70863016,8.859181299,1.579780782
B8,6,2,140,163.12,P423,LD20-4542,LD,71.52912982,39.25535688,7.345304456,2.308085044
B8,6,3,148,163.12,P447,LG3216,LG3216,89.3501399,47.79306551,8.449528934,1.93480019
B8,6,4,156,163.12,P471,LD21-7234,LD,89.99934152,47.83393837,7.672588402,1.976337453
B8,7,0,124,174.38,P376,LG3216,LG3216,73.85971445,40.30261924,7.977690239,1.968106473
B8,7,1,132,174.38,P400,LD17-10473F,LD,64.95479099,37.65656237,7.289290804,1.812311155
B8,7,2,140,174.38,P424,LG3216,LG3216,61.63787841,33.43723046,6.858083472,2.922113774
B8,7,3,148,174.38,P448,LD00-2817P,LD,91.0937251,49.59697322,8.201528532,1.119883832
B8,7,4,156,174.38,P472,LG3216,LG3216,79.58798967,41.32971761,7.218469443,2.56344755
B9,0,0,4,185.62,P017,LD07-3395bf,LD,99.42160678,57.44607708,7.373003726,1.932148832
B9,0,1,12,185.62,P041,LG3216,LG3216,78.59893825,41.69447084,6.056335822,2.315151648
B9,0,2,20,185.62,P065,LD22-4283,LD,99.11667916,55.97000805,8.216684962,1.80291082
B9,0,3,28,185.62,P089,LG3216,LG3216,76.46304009,42.92683694,6.65413696,1.826750448
B9,0,4,36,185.62,P113,LD19-10076,LD,91.74728602,52.87529134,6.871769585,1.686297814
B9,1,0,4,196.88,P018,LG3216,LG3216,63.39277089,37.75841735,8.15922392,1.810426172
B9,1,1,12,196.88,P042,LD20-4542,LD,82.21846841,46.0294421,7.58616024,2.30878457
B9,1,2,20,196.88,P066,LG3216,LG3216,92.08239148,53.35298171,8.108290132,1.171685453
B9,1,3,28,196.88,P090,LD20-5413,LD,96.98806669,55.30099698,8.153813801,1.168781354
B9,1,4,36,196.88,P114,LG3216,LG3216,92.90332362,50.84670819,7.743555578,1.888400511
B9,2,0,4,208.12,P019,LD21-7234,LD,61.47882909,35.43707859,7.173696559,2.140957633
B9,2,1,12,208.12,P043,LG3216,LG3216,74.90809365,41.42346673,7.259421761,1.976983586
B9,2,2,20,208.12,P067,LD21-5944,LD,61.94793889,35.47004791,6.973653366,2.083522392
B9,2,3,28,208.12,P091,LG3216,LG3216,64.37129164,35.42626004,6.059145717,2.462142305
B9,2,4,36,208.12,P115,LD17-10473L,LD,87.01222515,46.82104681,8.40812331,1.295505095
B9,3,0,4,219.38,P020,LG3216,LG3216,88.53032785,46.90058634,7.225059104,2.364174657
B9,3,1,12,219.38,P044,LD21-5991,LD,90.94882731,52.36659808,6.766903202,1.438991746
B9,3,2,20,219.38,P068,LG3216,LG3216,94.61826192,52.35293778,7.840854988,1.268772691
B9,3,3,28,219.38,P092,LD00-2817P,LD,89.57725874,49.88858098,7.463541154,1.373107203
B9,3,4,36,219.38,P116,LG3216,LG3216,92.03486368,50.61680142,8.035819362,1.681766288
B9,4,0,4,230.62,P021,LD20-11748,LD,61.95854839,35.52209087,7.812236503,2.166191986
B9,4,1,12,230.62,P045,LG3216,LG3216,69.38140602,38.52666372,7.027514653,2.383588866
B9,4,2,20,230.62,P069,LD21-3090,LD,84.87591094,47.72682959,7.472127987,1.770205831
B9,4,3,28,230.62,P093,LG3216,LG3216,94.32501218,54.31804822,8.354678026,1.368239311
B9,4,4,36,230.62,P117,LD19-10244,LD,60.180005,34.94081442,7.36573975,2.177234986
B9,5,0,4,241.88,P022,LG3216,LG3216,80.58517368,45.24261782,6.584035198,2.027378832
B9,5,1,12,241.88,P046,LD21-5253,LD,87.09149597,50.68282379,7.179020438,1.810093049
B9,5,2,20,241.88,P070,LG3216,LG3216,61.18429157,35.33799458,7.37599565,2.190532439
B9,5,3,28,241.88,P094,LD17-10473F,LD,76.0542223,44.74587916,7.360524563,1.326722782
B9,5,4,36,241.88,P118,LG3216,LG3216,95.82539526,53.69887973,7.711841724,2.098034837
B9,6,0,4,253.12,P023,LD11-2170,LD,86.86451235,49.98251923,8.00232632,1.760964407
B9,6,1,12,253.12,P047,LG3216,LG3216,69.50633453,39.0532595,6.704535768,2.536093717
B9,6,2,20,253.12,P071,LD20-4988,LD,94.11124519,52.44755124,7.975062978,1.665070539
B9,6,3,28,253.12,P095,LG3216,LG3216,73.92125694,42.08934494,6.96364766,1.886033866
B9,6,4,36,253.12,P119,LD20-4471,LD,94.13378685,50.26879269,7.131278845,1.877559119
B9,7,0,4,264.38,P024,LG3216,LG3216,71.95774604,39.1290112,7.674816962,2.025306539
B9,7,1,12,264.38,P048,LD20-5738,LD,83.61281004,48.25292863,7.095124786,2.328976027
B9,7,2,20,264.38,P072,LG3216,LG3216,75.87760271,43.485443,7.80125509,1.828369014
B9,7,3,28,264.38,P096,LD21-5665,LD,70.99300203,42.63671142,7.536138767,2.137131242
B9,7,4,36,264.38,P120,LG3216,LG3216,95.46230249,52.38948122,7.825001493,1.507508238
B10,0,0,44,185.62,P137,AG36XF4,AG,67.50374728,36.10145091,7.007621245,2.197559393
B10,0,1,52,185.62,P161,LD21-5253,LD,63.39246365,35.37504273,6.986864269,2.294125289
B10,0,2,60,185.62,P185,AG35XF5,AG,73.67707754,41.0941439,7.05154998,2.641861757
B10,0,3,68,185.62,P209,LD21-5665,LD,88.70556591,50.81214723,7.87622906,1.706140372
B10,0,4,76,185.62,P233,AG34XF6,AG,92.29726424,52.5299386,7.771380778,1.612548505
B10,1,0,44,196.88,P138,LD17-10473F,LD,99.9497348,55.65439649,7.887078964,1.409576476
B10,1,1,52,196.88,P162,AG38XF6,AG,71.85448228,40.00365955,7.22517623,2.814290094
B10,1,2,60,196.88,P186,LD21-5944,LD,76.31767805,42.13345891,6.294130019,2.292879522
B10,1,3,68,196.88,P210,AG40XFF5,AG,65.47285112,36.62400552,6.192654116,2.580201654
B10,1,4,76,196.88,P234,LD21-7234,LD,82.99487718,46.74999201,6.984988557,2.000695046
B10,2,0,44,208.12,P139,AG34XF6,AG,99.90320149,54.22265003,8.14658837,1.73093768
B10,2,1,52,208.12,P163,LD07-3395bf,LD,88.0352404,50.26348498,7.559863957,2.117356652
B10,2,2,60,208.12,P187,AG40XFF5,AG,83.80851362,46.08973028,6,2.342643758
B10,2,3,68,208.12,P211,LD20-11748,LD,75.69476372,42.20172676,8.071854985,2.244279154
B10,2,4,76,208.12,P235,AG35XF5,AG,96.61195041,55.74017043,8.179866243,1.369909875
B10,3,0,44,219.38,P140,LD21-3090,LD,79.87666385,44.86903134,8.971458073,1.841899179
B10,3,1,52,219.38,P164,AG38XF6,AG,65.37467653,35.94472194,6.660106104,2.002721127
B10,3,2,60,219.38,P188,LD21-5944,LD,74.61513853,39.99088957,6.277706613,2.139457337
B10,3,3,68,219.38,P212,AG36XF4,AG,62.68666675,33.96430615,7.655017071,2.253222731
B10,3,4,76,219.38,P236,LD21-7234,LD,68.07916151,37.77448831,6.334553429,2.378999006
B10,4,0,44,230.62,P141,AG36XF4,AG,60.70675124,32.86318316,7.310245578,3
B10,4,1,52,230.62,P165,LD20-11748,LD,78.13119666,45.14538903,7.489154393,1.977014088
B10,4,2,60,230.62,P189,AG34XF6,AG,85.3816106,47.72106245,7.626077756,1.772994126
B10,4,3,68,230.62,P213,LD21-3090,LD,73.7316985,43.31111071,8.113897119,1.804535703
B10,4,4,76,230.62,P237,AG38XF6,AG,76.81527086,42.39127926,8.016118019,1.725958567
B10,5,0,44,241.88,P142,LD17-10473F,LD,98.36837091,55.51153065,7.911820326,1.631341386
B10,5,1,52,241.88,P166,AG40XFF5,AG,90.07852486,49.34128487,7.366043396,2.066384025
B10,5,2,60,241.88,P190,LD21-5665,LD,81.63426548,46.76768502,6.839442319,1.767379745
B10,5,3,68,241.88,P214,AG35XF5,AG,71.381635,41.73990522,7.6570273,2.146719931
B10,5,4,76,241.88,P238,LD21-5253,LD,95.87987195,50.71227677,7.604937124,1.924625592
B10,6,0,44,253.12,P143,AG34XF6,AG,69.40388468,36.65159774,7.135013804,2.097594732
B10,6,1,52,253.12,P167,LD07-3395bf,LD,73.01370922,41.54199968,7.842571041,2.001609164
B10,6,2,60,253.12,P191,AG35XF5,AG,96.36259258,53.86321921,7.337208806,1.728761136
B10,6,3,68,253.12,P215,LD21-5944,LD,81.18168221,47.02625605,8.206203493,1.879570183
B10,6,4,76,253.12,P239,AG40XFF5,AG,89.69271798,50.09118269,8.314284364,1.487044984
B10,7,0,44,264.38,P144,LD07-3395bf,LD,83.62979177,47.92494305,7.649706655,1.91672057
B10,7,1,52,264.38,P168,AG38XF6,AG,86.13756836,49.15116315,7.980458872,1.490750071
B10,7,2,60,264.38,P192,LD21-5253,LD,71.97533166,42.34555363,8.129486964,1.627721959
B10,7,3,68,264.38,P216,AG36XF4,AG,69.65488247,39.06415562,6.344028665,2.485188413
B10,7,4,76,264.38,P240,LD21-7234,LD,72.89969389,41.99927304,6.776528222,2.590886106
B11,0,0,84,185.62,P257,AG40XFF5,AG,66.21766256,36.49057701,6.389404872,2.409516182
B11,0,1,92,185.62,P281,LG3216,LG3216,94.97257461,51.32224731,8.040051252,1.69895617
B11,0,2,100,185.62,P305,AG35XF5,AG,71.32987733,40.0157754,7.519387679,2.161404215
B11,0,3,108,185.62,P329,LG3216,LG3216,82.45957578,44.75043059,7.670447315,2.064924508
B11,0,4,116,185.62,P353,AG34XF6,AG,91.67897701,50.03387097,8.233483235,1.947969121
B11,1,0,84,196.88,P258,LG3216,LG3216,91.35296438,51.75937067,8.465742594,1.273236709
B11,1,1,92,196.88,P282,AG36XF4,AG,77.53545034,39.89696111,7.959123655,1.949521555
B11,1,2,100,196.88,P306,LG3216,LG3216,79.05029234,41.68650711,7.343357902,2.112195143
B11,1,3,108,196.88,P330,AG38XF6,AG,99.78806996,52.79764123,7.27201176,1.420523867
B11,1,4,116,196.88,P354,LG3216,LG3216,86.98389908,46.58219416,7.253636527,1.871325056
B11,2,0,84,208.12,P259,AG29XF4,AG,92.58553772,50.5327216,6.903288743,1.567781694
B11,2,1,92,208.12,P283,LG3216,LG3216,96.10215877,50.6952633,7.233799123,1.876918197
B11,2,2,100,208.12,P307,AG29XF5,AG,91.50359345,49.49510972,8.230834596,1.955094944
B11,2,3,108,208.12,P331,LG3216,LG3216,67.4071738,35.69559353,6.919744903,2.593724917
B11,2,4,116,208.12,P355,AG38XF6,AG,82.48682935,48.05865199,7.653406725,1.846508491
B11,3,0,84,219.38,P260,LG3216,LG3216,64.07576629,36.69101825,7.01041536,2.354409646
B11,3,1,92,219.38,P284,AG40XFF5,AG,86.11688506,47.16295054,7.172701398,2.389008181
B11,3,2,100,219.38,P308,LG3216,LG3216,98.21397713,53.49846691,8.284046707,1.321706272
B11,3,3,108,219.38,P332,AG29XF5,AG,80.50928257,42.85603473,7.133237273,1.97338503
B11,3,4,116,219.38,P356,LG3216,LG3216,77.31889971,39.7463341,7.938215483,2.459988913
B11,4,0,84,230.62,P261,AG35XF5,AG,61.43371006,33.71516365,6.928585735,1.40160149
B11,4,1,92,230.62,P285,LG3216,LG3216,98.39098089,52.8189988,8.303709832,1.648865751
B11,4,2,100,230.62,P309,AG29XF4,AG,64.12010737,35.65629662,6.637491711,2.61721862
B11,4,3,108,230.62,P333,LG3216,LG3216,61.64316373,32.06460584,6.511175514,2.237134923
B11,4,4,116,230.62,P357,AG34XF6,AG,69.84266446,37.5358745,6.868625871,1.99063985
B11,5,0,84,241.88,P262,LG3216,LG3216,62.62121736,34.38964609,7.48137471,2.553927512
B11,5,1,92,241.88,P286,AG36XF4,AG,78.2047137,43.88522608,7.637507948,2.039925569
B11,5,2,100,241.88,P310,LG3216,LG3216,80.64351205,45.00973633,7.137129737,2.621747525
B11,5,3,108,241.88,P334,AG40XFF5,AG,72.50279796,38.01605421,7.251778963,1.847403773
B11,5,4,116,241.88,P358,LG3216,LG3216,62.0384193,34.55952634,6.763331461,2.649921944
B11,6,0,84,253.12,P263,AG34XF6,AG,64.46401473,34.89136431,6.841696991,1.835502159
B11,6,1,92,253.12,P287,LG3216,LG3216,75.38017512,42.42787204,7.195115291,2.011006272
B11,6,2,100,253.12,P311,AG38XF6,AG,62.42113803,34.80465483,7.06604448,2.372336409
B11,6,3,108,253.12,P335,LG3216,LG3216,87.92758902,46.15781109,8.525243936,2.455891733
B11,6,4,116,253.12,P359,AG36XF4,AG,68.28082166,37.01421979,6.99761903,2.021810003
B11,7,0,84,264.38,P264,LG3216,LG3216,72.08286275,39.93254222,6.657570734,2.374032113
B11,7,1,92,264.38,P288,AG35XF5,AG,75.76503109,43.0030025,7.902777124,2.200675105
B11,7,2,100,264.38,P312,LG3216,LG3216,76.66438532,42.26678769,7.415202296,2.336194206
B11,7,3,108,264.38,P336,AG29XF5,AG,60.06642831,34.57787853,7.243035344,1.839469552
B11,7,4,116,264.38,P360,LG3216,LG3216,64.48281484,36.16127549,7.205995019,2.342775454
B12,0,0,124,185.62,P377,LD20-4988,LD,94.51058255,52.09852127,7.479371211,1.773035804
B12,0,1,132,185.62,P401,AG29XF4,AG,60.0493225,33.68926896,6.429468332,2.359129413
B12,0,2,140,185.62,P425,LD11-2170,LD,80.32669423,46.78871226,6.597186573,1.969905964
B12,0,3,148,185.62,P449,AG29XF5,AG,79.58008026,45.60542557,7.94942162,2.069051133
B12,0,4,156,185.62,P473,LD20-5738,LD,73.32376644,38.46762352,7.837020027,1.755900993
B12,1,0,124,196.88,P378,AG29XF5,AG,77.25308081,41.16069189,7.15415107,2.150770324
B12,1,1,132,196.88,P402,LD20-4542,LD,91.2232455,53.25604021,8.465374866,1.579186639
B12,1,2,140,196.88,P426,AG29XF4,AG,93.64814825,50.1583862,6.596418368,2.238582245
B12,1,3,148,196.88,P450,LD20-4471,LD,70.41394174,36.66545867,6.45927225,2.634090885
B12,1,4,156,196.88,P474,AG29XF5,AG,72.89961764,39.1072947,8.351511304,2.155246129
B12,2,0,124,208.12,P379,LD20-5413,LD,69.69931412,38.9857823,7.663628987,2.496821483
B12,2,1,132,208.12,P403,AG29XF4,AG,79.19453602,43.67038138,6.543279193,1.912115177
B12,2,2,140,208.12,P427,LD21-5253,LD,87.33033431,48.21898327,8.875960878,1.997266187
B12,2,3,148,208.12,P451,AG29XF4,AG,69.13011502,36.88817154,6.979176634,2.116469384
B12,2,4,156,208.12,P475,LD22-4283,LD,73.22942968,40.0318571,7.654070832,2.060534955
B12,3,0,124,219.38,P380,AG29XF5,AG,97.2153847,52.01758806,8.465666567,1.577590386
B12,3,1,132,219.38,P404,LD21-7234,LD,61.94277159,36.7967487,7.372923658,2.153841031
B12,3,2,140,219.38,P428,AG29XF5,AG,78.43078421,43.7275965,6.486891324,2.266026852
B12,3,3,148,219.38,P452,LD20-5738,LD,88.46232166,49.48632349,7.55626105,2.106995938
B12,3,4,156,219.38,P476,AG29XF4,AG,66.01816046,35.41612262,7.289510421,2.021957804
B12,4,0,124,230.62,P381,LD20-4542,LD,61.8949608,34.39265998,6.829470864,2.480144163
B12,4,1,132,230.62,P405,AG29XF5,AG,65.52821487,35.62922151,7.086641628,1.78702059
B12,4,2,140,230.62,P429,LD21-7234,LD,96.75292774,50.77565591,7.585452152,1.601266145
B12,4,3,148,230.62,P453,AG29XF4,AG,60.37039127,31.67122086,6.808249556,2.436122679
B12,4,4,156,230.62,P477,LD20-4471,LD,67.53287899,35.12450458,7.175417168,2.782857734
B12,5,0,124,241.88,P382,AG29XF4,AG,61.25134052,31.60975605,7.456227785,2.391593643
B12,5,1,132,241.88,P406,LD22-4283,LD,64.4251787,35.63865708,8.149402659,1.958956783
B12,5,2,140,241.88,P430,AG29XF5,AG,84.80597147,48.72186531,7.84163625,1.769492019
B12,5,3,148,241.88,P454,LD20-5413,LD,69.66555635,38.34734377,6.515706348,2.288722654
B12,5,4,156,241.88,P478,AG29XF5,AG,82.76848202,46.87760041,8.06817584,1.639201213
B12,6,0,124,253.12,P383,LD11-2170,LD,83.60781531,46.98812804,7.281286768,2.09820825
B12,6,1,132,253.12,P407,AG29XF4,AG,93.97741332,53.36416718,7.38409961,2.240191195
B12,6,2,140,253.12,P431,LD21-5253,LD,60.18965572,33.19603931,6.983165932,2.512183139
B12,6,3,148,253.12,P455,AG29XF5,AG,94.13477837,52.36052147,8.036625576,1.996969116
B12,6,4,156,253.12,P479,LD20-4988,LD,84.76476346,48.13820233,8.673302039,1.4051689
B12,7,0,124,264.38,P384,AG29XF4,AG,66.50973944,36.09686669,6.481854995,2.096298103
B12,7,1,132,264.38,P408,LD11-2170,LD,90.91749553,51.87070627,7.986939627,1.473988701
B12,7,2,140,264.38,P432,AG29XF5,AG,94.21966167,53.19311948,7.609963118,2.1434325
B12,7,3,148,264.38,P456,LD20-4471,LD,70.17053935,37.68223148,7.157457466,2.039262668
B12,7,4,156,264.38,P480,AG29XF4,AG,96.75174724,51.28705765,7.440763726,2.313753617
