plot_id,pass_id,row_in_pass,mat_group,subblock_id,subblock_type,variety_group,is_check,row,col,entry,stand_establishment_pct,yield_bu_ac,oil_pct,protein_pct
P324,T-14,12,MG2,B7,AGvLD,LD,0,3,3,LD20-5738,80.03,41.8,37.65,22.64
P348,T-15,12,MG2,B7,AGvLD,AG,0,3,4,AG29XF4,81.25,50.88,43.67,19.72
P253,T-11,13,MG2,B7,AGvLD,LD,0,4,0,LD20-4471,50.99,23.93,34.4,23.38
P277,T-12,13,MG2,B7,AGvLD,AG,0,4,1,AG29XF4,34.29,18.65,41.25,19.52
P301,T-13,13,MG2,B7,AGvLD,LD,0,4,2,LD20-4988,28.07,14.33,38.05,23.29
P325,T-14,13,MG2,B7,AGvLD,AG,0,4,3,AG29XF5,83.3,46.34,42.71,20.01
P349,T-15,13,MG2,B7,AGvLD,LD,0,4,4,LD20-4542,61.73,40.27,38.83,22.74
P254,T-11,14,MG2,B7,AGvLD,AG,0,5,0,AG29XF5,98.92,48.89,41.65,18.83
P278,T-12,14,MG2,B7,AGvLD,LD,0,5,1,LD11-2170,59.87,28.06,41.26,18.25
P302,T-13,14,MG2,B7,AGvLD,AG,0,5,2,AG29XF4,98.34,46.68,41.76,18.97
P326,T-14,14,MG2,B7,AGvLD,LD,0,5,3,LD22-4283,55.87,29,34.82,21.89
P350,T-15,14,MG2,B7,AGvLD,AG,0,5,4,AG29XF5,84.53,59.46,43.25,20.73
P255,T-11,15,MG2,B7,AGvLD,LD,0,6,0,LD21-5253,31.36,17.03,37.71,22.51
P279,T-12,15,MG2,B7,AGvLD,AG,0,6,1,AG29XF4,66.66,32.22,41.17,18.99
P303,T-13,15,MG2,B7,AGvLD,LD,0,6,2,LD20-5413,85.15,50.1,37.12,23.71
P327,T-14,15,MG2,B7,AGvLD,AG,0,6,3,AG29XF4,94.35,47.91,43.05,19.31
P351,T-15,15,MG2,B7,AGvLD,LD,0,6,4,LD21-7234,86.69,47.88,37.4,19.72
P256,T-11,16,MG2,B7,AGvLD,AG,0,7,0,AG29XF5,27.77,15.88,42.42,19.26
P280,T-12,16,MG2,B7,AGvLD,LD,0,7,1,LD20-5413,52.95,28.98,36.38,24.16
P304,T-13,16,MG2,B7,AGvLD,AG,0,7,2,AG29XF5,28.65,16.13,42.56,20.29
P328,T-14,16,MG2,B7,AGvLD,LD,0,7,3,LD20-5738,33.2,17.38,37.13,21.91
P352,T-15,16,MG2,B7,AGvLD,AG,0,7,4,AG29XF4,75.65,42.17,42.71,19.15
P369,T-16,9,MG2,B8,AGvLD,LD,0,0,0,LD19-10244,78.49,51.48,42.94,22.96
P393,T-17,9,MG2,B8,LDvC,LG3216,1,0,1,LG3216,83.03,52.27,38.43,23.37
P417,T-18,9,MG2,B8,LDvC,LD,0,0,2,LD21-3090,89.91,48.79,39.75,22.89
P441,T-19,9,MG2,B8,LDvC,LG3216,1,0,3,LG3216,80.46,40.84,36.55,23.83
P465,T-20,9,MG2,B8,LDvC,LD,0,0,4,LD22-4283,85.07,44.56,35.92,21.06
P370,T-16,10,MG2,B8,LDvC,LG3216,1,1,0,LG3216,28.67,18.55,38.53,23.44
P394,T-17,10,MG2,B8,LDvC,LD,0,1,1,LD21-5253,42.59,29.48,40.59,24.59
P418,T-18,10,MG2,B8,LDvC,LG3216,1,1,2,LG3216,71.64,36.14,37.07,23.34
P442,T-19,10,MG2,B8,LDvC,LD,0,1,3,LD20-5738,89.36,52.32,36.96,22.97
P466,T-20,10,MG2,B8,LDvC,LG3216,1,1,4,LG3216,25.34,14.22,37.47,23.52
P371,T-16,11,MG2,B8,LDvC,LD,0,2,0,LD07-3395bf,63.6,40.67,39.16,23.49
P395,T-17,11,MG2,B8,LDvC,LG3216,1,2,1,LG3216,75.8,48.57,38.47,23.78
P419,T-18,11,MG2,B8,LDvC,LD,0,2,2,LD11-2170,27.22,15.36,41.98,18.02
P443,T-19,11,MG2,B8,LDvC,LG3216,1,2,3,LG3216,55.1,30.12,36.59,23.02
P467,T-20,11,MG2,B8,LDvC,LD,0,2,4,LD17-10473L,92.17,51.53,39.97,21.1
P372,T-16,12,MG2,B8,LDvC,LG3216,1,3,0,LG3216,75.37,47.32,38.32,23.63
P396,T-17,12,MG2,B8,LDvC,LD,0,3,1,LD19-10076,42.82,25.89,41.04,20.32
P420,T-18,12,MG2,B8,LDvC,LG3216,1,3,2,LG3216,88.96,43.79,37.01,23.39
P444,T-19,12,MG2,B8,LDvC,LD,0,3,3,LD20-5413,51.1,29.57,37.1,23.49
P468,T-20,12,MG2,B8,LDvC,LG3216,1,3,4,LG3216,89,42.22,36.39,22.52
P373,T-16,13,MG2,B8,LDvC,LD,0,4,0,LD21-5944,47.42,28.92,39.72,22.03
P397,T-17,13,MG2,B8,LDvC,LG3216,1,4,1,LG3216,69.27,45.98,37.73,23.74
P421,T-18,13,MG2,B8,LDvC,LD,0,4,2,LD20-4988,54.77,31.13,37.82,23.32
P445,T-19,13,MG2,B8,LDvC,LG3216,1,4,3,LG3216,45.61,25.99,37.55,24.31
P469,T-20,13,MG2,B8,LDvC,LD,0,4,4,LD21-5991,91.49,38.71,39,22.81
P374,T-16,14,MG2,B8,LDvC,LG3216,1,5,0,LG3216,39.07,22.82,38.25,24
P398,T-17,14,MG2,B8,LDvC,LD,0,5,1,LD21-5665,31.36,19.1,37.65,24.37
P422,T-18,14,MG2,B8,LDvC,LG3216,1,5,2,LG3216,50.64,25.55,37.12,22.98
P446,T-19,14,MG2,B8,LDvC,LD,0,5,3,LD20-11748,78.82,39.34,36.75,22.42
P470,T-20,14,MG2,B8,LDvC,LG3216,1,5,4,LG3216,85.56,47.49,37.97,22.91
P375,T-16,15,MG2,B8,LDvC,LD,0,6,0,LD20-4471,99.91,54.42,35.86,23.95
P399,T-17,15,MG2,B8,LDvC,LG3216,1,6,1,LG3216,47.23,29.27,38.17,23.31
P423,T-18,15,MG2,B8,LDvC,LD,0,6,2,LD20-4542,55.6,28.55,36.67,21.72
P447,T-19,15,MG2,B8,LDvC,LG3216,1,6,3,LG3216,35.26,18.35,37.63,23.25
P471,T-20,15,MG2,B8,LDvC,LD,0,6,4,LD21-7234,68.12,31.4,36.62,20.07
P376,T-16,16,MG2,B8,LDvC,LG3216,1,7,0,LG3216,99.82,57.13,38.64,23.54
P400,T-17,16,MG2,B8,LDvC,LD,0,7,1,LD17-10473F,77.57,47.61,37.38,26.07
P424,T-18,16,MG2,B8,LDvC,LG3216,1,7,2,LG3216,69.64,33.56,38.51,22.75
P448,T-19,16,MG2,B8,LDvC,LD,0,7,3,LD00-2817P,54.43,24.47,39.38,18.65
P472,T-20,16,MG2,B8,LDvC,LG3216,1,7,4,LG3216,93.65,52.62,37.57,24.36
P017,T-01,17,MG3,B9,LDvC,LD,0,0,0,LD07-3395bf,62.27,38.96,40.23,23.89
P041,T-02,17,MG3,B9,LDvC,LG3216,1,0,1,LG3216,35.08,20.28,38.59,23.11
P065,T-03,17,MG3,B9,LDvC,LD,0,0,2,LD22-4283,52.4,30.34,35.82,22.41
P089,T-04,17,MG3,B9,LDvC,LG3216,1,0,3,LG3216,30.04,13.81,37.3,22.41
P113,T-05,17,MG3,B9,LDvC,LD,0,0,4,LD19-10076,40.15,18.38,40.15,19.67
P018,T-01,18,MG3,B9,LDvC,LG3216,1,1,0,LG3216,26.33,14.83,38.1,23.3
P042,T-02,18,MG3,B9,LDvC,LD,0,1,1,LD20-4542,59,41.64,38.2,22.91
P066,T-03,18,MG3,B9,LDvC,LG3216,1,1,2,LG3216,72.59,43.37,38.27,23.58
P090,T-04,18,MG3,B9,LDvC,LD,0,1,3,LD20-5413,50.75,26.99,35.36,23.1
P114,T-05,18,MG3,B9,LDvC,LG3216,1,1,4,LG3216,56.53,28.56,37.54,22.63
P019,T-01,19,MG3,B9,LDvC,LD,0,2,0,LD21-7234,96.94,53.27,38.51,19.57
P043,T-02,19,MG3,B9,LDvC,LG3216,1,2,1,LG3216,81.4,47.54,38.03,23.48
P067,T-03,19,MG3,B9,LDvC,LD,0,2,2,LD21-5944,65.56,39.86,38.41,22.05
P091,T-04,19,MG3,B9,LDvC,LG3216,1,2,3,LG3216,46.34,25.63,37.92,23.23
P115,T-05,19,MG3,B9,LDvC,LD,0,2,4,LD17-10473L,92.27,41.07,39.46,20.48
P020,T-01,20,MG3,B9,LDvC,LG3216,1,3,0,LG3216,42.63,22.39,37.66,23.79
P044,T-02,20,MG3,B9,LDvC,LD,0,3,1,LD21-5991,49.4,24.13,38.73,23.24
P068,T-03,20,MG3,B9,LDvC,LG3216,1,3,2,LG3216,93.18,56.18,37.62,23.31
P092,T-04,20,MG3,B9,LDvC,LD,0,3,3,LD00-2817P,64.72,37.27,40.68,19.81
P116,T-05,20,MG3,B9,LDvC,LG3216,1,3,4,LG3216,80.67,41.57,37.26,23.64
P021,T-01,21,MG3,B9,LDvC,LD,0,4,0,LD20-11748,69.31,39.32,37.35,22.08
P045,T-02,21,MG3,B9,LDvC,LG3216,1,4,1,LG3216,74.01,45.67,37.8,23.69
P069,T-03,21,MG3,B9,LDvC,LD,0,4,2,LD21-3090,47.45,31.3,40,24.34
P093,T-04,21,MG3,B9,LDvC,LG3216,1,4,3,LG3216,43.1,21.07,36.94,24.24
P117,T-05,21,MG3,B9,LDvC,LD,0,4,4,LD19-10244,49.19,26.99,40.67,20.18
P022,T-01,22,MG3,B9,LDvC,LG3216,1,5,0,LG3216,36.66,21.77,37.93,23.1
P046,T-02,22,MG3,B9,LDvC,LD,0,5,1,LD21-5253,90.57,58.42,40.44,23.92
P070,T-03,22,MG3,B9,LDvC,LG3216,1,5,2,LG3216,46.24,28.69,37.94,23.23
P094,T-04,22,MG3,B9,LDvC,LD,0,5,3,LD17-10473F,67.11,34.39,35.61,24.26
P118,T-05,22,MG3,B9,LDvC,LG3216,1,5,4,LG3216,84.4,41.47,36.77,22.77
P023,T-01,23,MG3,B9,LDvC,LD,0,6,0,LD11-2170,83.79,54.19,41.95,17.87
P047,T-02,23,MG3,B9,LDvC,LG3216,1,6,1,LG3216,57.88,30.49,37.62,23.8
P071,T-03,23,MG3,B9,LDvC,LD,0,6,2,LD20-4988,60.72,34.98,38.62,23.69
P095,T-04,23,MG3,B9,LDvC,LG3216,1,6,3,LG3216,99.6,45.48,37.28,23.13
P119,T-05,23,MG3,B9,LDvC,LD,0,6,4,LD20-4471,75.59,31.81,36.18,23.36
P024,T-01,24,MG3,B9,LDvC,LG3216,1,7,0,LG3216,86.1,49.88,37.29,23.66
P048,T-02,24,MG3,B9,LDvC,LD,0,7,1,LD20-5738,92.69,52.16,37.89,22.74
P072,T-03,24,MG3,B9,LDvC,LG3216,1,7,2,LG3216,84.07,47.93,37.76,24.63
P096,T-04,24,MG3,B9,LDvC,LD,0,7,3,LD21-5665,38.89,18.69,36.96,23.41
P120,T-05,24,MG3,B9,LDvC,LG3216,1,7,4,LG3216,67.16,36.88,37.28,21.8
P137,T-06,17,MG3,B10,AGvLD,AG,0,0,0,AG36XF4,32.64,18.07,38.48,19.95
P161,T-07,17,MG3,B10,AGvLD,LD,0,0,1,LD21-5253,73.97,41.14,39.32,22.84
P185,T-08,17,MG3,B10,AGvLD,AG,0,0,2,AG35XF5,96.65,58.25,38.33,22.61
P209,T-09,17,MG3,B10,AGvLD,LD,0,0,3,LD21-5665,63.45,37.58,38.01,23.89
P233,T-10,17,MG3,B10,AGvLD,AG,0,0,4,AG34XF6,57.47,32.23,40.8,23.48
P138,T-06,18,MG3,B10,AGvLD,LD,0,1,0,LD17-10473F,27.69,14.49,36.96,26.06
P162,T-07,18,MG3,B10,AGvLD,AG,0,1,1,AG38XF6,96.98,52.05,39.43,21.25
P186,T-08,18,MG3,B10,AGvLD,LD,0,1,2,LD21-5944,32.73,20.3,38.97,22.33
P210,T-09,18,MG3,B10,AGvLD,AG,0,1,3,AG40XFF5,28.08,15.7,38.42,21.14
P234,T-10,18,MG3,B10,AGvLD,LD,0,1,4,LD21-7234,43.45,23.6,38.59,19.84
P139,T-06,19,MG3,B10,AGvLD,AG,0,2,0,AG34XF6,29.91,14.87,39.47,22.92
P163,T-07,19,MG3,B10,AGvLD,LD,0,2,1,LD07-3395bf,59.13,30.65,37.71,22.79
P187,T-08,19,MG3,B10,AGvLD,AG,0,2,2,AG40XFF5,63.71,37.78,39.4,20.23
P211,T-09,19,MG3,B10,AGvLD,LD,0,2,3,LD20-11748,48.44,26.8,36.5,21.81
P235,T-10,19,MG3,B10,AGvLD,AG,0,2,4,AG35XF5,28.82,17.01,36.28,21.99
P140,T-06,20,MG3,B10,AGvLD,LD,0,3,0,LD21-3090,33.37,16.87,39.14,23.04
P164,T-07,20,MG3,B10,AGvLD,AG,0,3,1,AG38XF6,53.84,31.3,38.68,20.64
P188,T-08,20,MG3,B10,AGvLD,LD,0,3,2,LD21-5944,29.54,18.26,39.74,21.68
P212,T-09,20,MG3,B10,AGvLD,AG,0,3,3,AG36XF4,77.36,36.28,38.74,19.47
P236,T-10,20,MG3,B10,AGvLD,LD,0,3,4,LD21-7234,40.53,22.14,37.81,20.26
P141,T-06,21,MG3,B10,AGvLD,AG,0,4,0,AG36XF4,47.66,23.9,40.58,20.67
P165,T-07,21,MG3,B10,AGvLD,LD,0,4,1,LD20-11748,54.56,29.66,37.05,22.47
P189,T-08,21,MG3,B10,AGvLD,AG,0,4,2,AG34XF6,56.25,33.66,40.6,23.48
P213,T-09,21,MG3,B10,AGvLD,LD,0,4,3,LD21-3090,25.12,17.03,39.16,23.55
P237,T-10,21,MG3,B10,AGvLD,AG,0,4,4,AG38XF6,33.41,22.4,39.53,21.53
P142,T-06,22,MG3,B10,AGvLD,LD,0,5,0,LD17-10473F,89.71,45.08,36.54,25.12
P166,T-07,22,MG3,B10,AGvLD,AG,0,5,1,AG40XFF5,25.09,12.61,38.55,20.64
P190,T-08,22,MG3,B10,AGvLD,LD,0,5,2,LD21-5665,63.11,40.88,37.83,24
P214,T-09,22,MG3,B10,AGvLD,AG,0,5,3,AG35XF5,61.71,37.22,36.46,22.28
P238,T-10,22,MG3,B10,AGvLD,LD,0,5,4,LD21-5253,49.98,31.34,39.79,24.98
P143,T-06,23,MG3,B10,AGvLD,AG,0,6,0,AG34XF6,57.35,26.27,38.89,23.81
P167,T-07,23,MG3,B10,AGvLD,LD,0,6,1,LD07-3395bf,83.54,46.58,38.21,22.52
P191,T-08,23,MG3,B10,AGvLD,AG,0,6,2,AG35XF5,88.09,44.29,36.94,21.67
P215,T-09,23,MG3,B10,AGvLD,LD,0,6,3,LD21-5944,44.53,24.77,38.38,21.73
P239,T-10,23,MG3,B10,AGvLD,AG,0,6,4,AG40XFF5,49.19,27.19,39.1,21.06
P144,T-06,24,MG3,B10,AGvLD,LD,0,7,0,LD07-3395bf,43.19,21.57,37.59,22.29
P168,T-07,24,MG3,B10,AGvLD,AG,0,7,1,AG38XF6,60.99,31.28,38.93,19.76
P192,T-08,24,MG3,B10,AGvLD,LD,0,7,2,LD21-5253,76.24,48.07,39.67,24.24
P216,T-09,24,MG3,B10,AGvLD,AG,0,7,3,AG36XF4,42.12,23.9,41.12,20.58
P240,T-10,24,MG3,B10,AGvLD,LD,0,7,4,LD21-7234,49.81,25.94,38.32,20.16
P257,T-11,17,MG3,B11,AGvC,AG,0,0,0,AG40XFF5,94.78,45.61,38.3,20.46
P281,T-12,17,MG3,B11,AGvC,LG3216,1,0,1,LG3216,28.64,16.75,37.82,22.64
P305,T-13,17,MG3,B11,AGvC,AG,0,0,2,AG35XF5,59.56,31.38,36.11,22.23
P329,T-14,17,MG3,B11,AGvC,LG3216,1,0,3,LG3216,78.37,41.29,37.16,22.93
P353,T-15,17,MG3,B11,AGvC,AG,0,0,4,AG34XF6,36.28,21.83,40.75,24.04
P258,T-11,18,MG3,B11,AGvC,LG3216,1,1,0,LG3216,28.55,14.57,37.24,24.28
P282,T-12,18,MG3,B11,AGvC,AG,0,1,1,AG36XF4,35.37,13.99,39.01,19.23
P306,T-13,18,MG3,B11,AGvC,LG3216,1,1,2,LG3216,93.91,39.8,37.13,23.08
P330,T-14,18,MG3,B11,AGvC,AG,0,1,3,AG38XF6,25.69,12.99,38.71,20.23
P354,T-15,18,MG3,B11,AGvC,LG3216,1,1,4,LG3216,39.12,21.37,37.8,22.9
P259,T-11,19,MG3,B11,AGvC,AG,0,2,0,AG29XF4,27.35,13.24,41.74,20.57
P283,T-12,19,MG3,B11,AGvC,LG3216,1,2,1,LG3216,33.3,16.05,38.07,22.73
P307,T-13,19,MG3,B11,AGvC,AG,0,2,2,AG29XF5,71.51,43.12,42.74,19.57
P331,T-14,19,MG3,B11,AGvC,LG3216,1,2,3,LG3216,43.12,21.56,38.2,22.92
P355,T-15,19,MG3,B11,AGvC,AG,0,2,4,AG38XF6,67.69,48.26,41.42,21.64
P260,T-11,20,MG3,B11,AGvC,LG3216,1,3,0,LG3216,69.26,35.48,36.9,22.42
P284,T-12,20,MG3,B11,AGvC,AG,0,3,1,AG40XFF5,88.71,45.22,38.7,20.38
P308,T-13,20,MG3,B11,AGvC,LG3216,1,3,2,LG3216,25.36,12.11,36.73,23.62
P332,T-14,20,MG3,B11,AGvC,AG,0,3,3,AG29XF5,89,46.45,41.38,18.8
P356,T-15,20,MG3,B11,AGvC,LG3216,1,3,4,LG3216,71.43,44.73,37.94,22.8
P261,T-11,21,MG3,B11,AGvC,AG,0,4,0,AG35XF5,37.21,16.44,35.2,21.8
P285,T-12,21,MG3,B11,AGvC,LG3216,1,4,1,LG3216,82.97,42.98,36.94,23.1
P309,T-13,21,MG3,B11,AGvC,AG,0,4,2,AG29XF4,89.16,51.02,42.16,19.35
P333,T-14,21,MG3,B11,AGvC,LG3216,1,4,3,LG3216,44.07,21.59,36.78,22.18
P357,T-15,21,MG3,B11,AGvC,AG,0,4,4,AG34XF6,93.91,55.66,41.27,23.31
P262,T-11,22,MG3,B11,AGvC,LG3216,1,5,0,LG3216,59.08,26.97,36.86,22.82
P286,T-12,22,MG3,B11,AGvC,AG,0,5,1,AG36XF4,70.26,35.86,41.23,21
P310,T-13,22,MG3,B11,AGvC,LG3216,1,5,2,LG3216,98.85,50.82,37.31,22.32
P334,T-14,22,MG3,B11,AGvC,AG,0,5,3,AG40XFF5,52.12,25.61,38.93,20.96
P358,T-15,22,MG3,B11,AGvC,LG3216,1,5,4,LG3216,85.99,54.09,37.91,24.08
P263,T-11,23,MG3,B11,AGvC,AG,0,6,0,AG34XF6,48.88,24.87,40.43,21.66
P287,T-12,23,MG3,B11,AGvC,LG3216,1,6,1,LG3216,84.94,45.05,38.18,23.56
P311,T-13,23,MG3,B11,AGvC,AG,0,6,2,AG38XF6,70.06,41.8,39.33,20.1
P335,T-14,23,MG3,B11,AGvC,LG3216,1,6,3,LG3216,41.23,22.56,36.73,23.16
P359,T-15,23,MG3,B11,AGvC,AG,0,6,4,AG36XF4,56.05,33.33,40.82,21.27
P264,T-11,24,MG3,B11,AGvC,LG3216,1,7,0,LG3216,48.82,26.44,36.72,23.41
P288,T-12,24,MG3,B11,AGvC,AG,0,7,1,AG35XF5,30.86,13.75,36.46,21.63
P312,T-13,24,MG3,B11,AGvC,LG3216,1,7,2,LG3216,27.24,15.01,37.92,22.03
P336,T-14,24,MG3,B11,AGvC,AG,0,7,3,AG29XF5,50.99,29.12,42.46,19.78
P360,T-15,24,MG3,B11,AGvC,LG3216,1,7,4,LG3216,26.43,16.35,37.18,23.96
P377,T-16,17,MG3,B12,AGvLD,LD,0,0,0,LD20-4988,37.41,21.63,37.97,23.71
P401,T-17,17,MG3,B12,AGvLD,AG,0,0,1,AG29XF4,79.39,51.07,43.29,20.48
P425,T-18,17,MG3,B12,AGvLD,LD,0,0,2,LD11-2170,78.11,41.14,42.85,19.26
P449,T-19,17,MG3,B12,AGvLD,AG,0,0,3,AG29XF5,80.39,42.62,42.26,19.5
P473,T-20,17,MG3,B12,AGvLD,LD,0,0,4,LD20-5738,48.79,28.54,36.39,22.65
P378,T-16,18,MG3,B12,AGvLD,AG,0,1,0,AG29XF5,91.75,53.21,42.71,18.86
P402,T-17,18,MG3,B12,AGvLD,LD,0,1,1,LD20-4542,69.54,48.19,39.25,22.72
P426,T-18,18,MG3,B12,AGvLD,AG,0,1,2,AG29XF4,34.45,16.75,40.64,19.26
P450,T-19,18,MG3,B12,AGvLD,LD,0,1,3,LD20-4471,35.78,16.08,35.16,22.87
P474,T-20,18,MG3,B12,AGvLD,AG,0,1,4,AG29XF5,76.98,41.53,41.95,19.61
P379,T-16,19,MG3,B12,AGvLD,LD,0,2,0,LD20-5413,37.97,24.53,37.38,24.49
P403,T-17,19,MG3,B12,AGvLD,AG,0,2,1,AG29XF4,63.05,44.93,42.07,20.41
P427,T-18,19,MG3,B12,AGvLD,LD,0,2,2,LD21-5253,99.38,45.61,37.83,20.51
P451,T-19,19,MG3,B12,AGvLD,AG,0,2,3,AG29XF4,25.3,13.86,41.36,18.49
P475,T-20,19,MG3,B12,AGvLD,LD,0,2,4,LD22-4283,26.24,13.98,34.92,22.69
P380,T-16,20,MG3,B12,AGvLD,AG,0,3,0,AG29XF5,99.48,63.01,42.35,19.53
P404,T-17,20,MG3,B12,AGvLD,LD,0,3,1,LD21-7234,68.85,38.3,38.12,19.24
P428,T-18,20,MG3,B12,AGvLD,AG,0,3,2,AG29XF5,34.52,17.86,41.69,20.02
P452,T-19,20,MG3,B12,AGvLD,LD,0,3,3,LD20-5738,92.3,49.58,37.47,22.53
P476,T-20,20,MG3,B12,AGvLD,AG,0,3,4,AG29XF4,91.03,49.81,42.22,20.31
P381,T-16,21,MG3,B12,AGvLD,LD,0,4,0,LD20-4542,65.22,46.35,38.57,23.13
P405,T-17,21,MG3,B12,AGvLD,AG,0,4,1,AG29XF5,71.63,45.8,42.68,20.15
P429,T-18,21,MG3,B12,AGvLD,LD,0,4,2,LD21-7234,45.49,22.39,36.55,19.9
P453,T-19,21,MG3,B12,AGvLD,AG,0,4,3,AG29XF4,28.79,17.77,42.42,20.24
P477,T-20,21,MG3,B12,AGvLD,LD,0,4,4,LD20-4471,69.59,36.5,35.37,24.55
P382,T-16,22,MG3,B12,AGvLD,AG,0,5,0,AG29XF4,47.11,28.56,42.4,20.17
P406,T-17,22,MG3,B12,AGvLD,LD,0,5,1,LD22-4283,74.77,47.95,36.42,21.45
P430,T-18,22,MG3,B12,AGvLD,AG,0,5,2,AG29XF5,87.72,49.1,41.62,20.37
P454,T-19,22,MG3,B12,AGvLD,LD,0,5,3,LD20-5413,26.36,14.95,35.86,24.15
P478,T-20,22,MG3,B12,AGvLD,AG,0,5,4,AG29XF5,69.68,35.43,42.01,19.97
P383,T-16,23,MG3,B12,AGvLD,LD,0,6,0,LD11-2170,42.35,31.53,43.11,19.47
P407,T-17,23,MG3,B12,AGvLD,AG,0,6,1,AG29XF4,90.54,61.78,43.25,20.94
P431,T-18,23,MG3,B12,AGvLD,LD,0,6,2,LD21-5253,44.02,20.86,37.65,22.67
P455,T-19,23,MG3,B12,AGvLD,AG,0,6,3,AG29XF5,70.81,43.71,42.91,21.49
P479,T-20,23,MG3,B12,AGvLD,LD,0,6,4,LD20-4988,66.52,31.32,38.14,22.58
P384,T-16,24,MG3,B12,AGvLD,AG,0,7,0,AG29XF4,54.71,33.35,43.29,20.17
P408,T-17,24,MG3,B12,AGvLD,LD,0,7,1,LD11-2170,75.82,50.21,42.35,18.56
P432,T-18,24,MG3,B12,AGvLD,AG,0,7,2,AG29XF5,79.43,46.24,41.54,19.93
P456,T-19,24,MG3,B12,AGvLD,LD,0,7,3,LD20-4471,67.52,35.75,36.26,23.58
P480,T-20,24,MG3,B12,AGvLD,AG,0,7,4,AG29XF4,81.88,43.89,42.99,18.42
